Phases:
0,Not indexed,0
2,Iron,60696
1,Iron,310619
Map Size:
X,256
Y,192
Data:
K,Cluster Size,Phase,Euler1,Euler2,Euler3,Index Quality,Pattern Quality,IPF x-coordinate,IPF y-coordinate,Kernel Average Misorientation,GND Density,Channelling Fraction
twin-113,1,17,17.66172078918491,0.952864392585876
twin-123,12,18,17.66972206307188,0.9528220144032578
twin-223,15,19,17.686996316652618,0.9527304591759842
twin-112,3,19,17.734632414145413,0.9524775345541661
twin-233,14,15,17.75962419881007,0.9523445769447894
twin-233,2,15,17.77321194358323,0.95227221338937
ksor-03,17,9,17.795061631683573,0.9521557373243472
twin-233,13,16,17.798368028998933,0.952138099556981
twin-023,2,18,17.80882117783292,0.9520823170377557
twin-122,1,8,17.822538349568806,0.9520090682041782
twin-112,18,19,17.825839992510403,0.9519914294910325
ksor-02,17,9,17.836754480408047,0.9519330973807356
twin-111,2,15,17.886096867488945,0.9516689576178934
twin-122,14,16,17.896275779968764,0.9516143800191044
twin-123,1,17,17.91874239773741,0.9514938115319322
twin-223,6,19,17.92984164498982,0.9514341927461041
twin-113,15,19,17.937328535043378,0.9513939573048911
twin-112,15,19,17.940277945178746,0.9513781023622458
twin-123,1,19,17.9436452097378,0.9513599981060354
twin-223,1,13,17.9949848721881,0.9510835610615962
twin-233,4,19,18.004420710249715,0.9510326709648387
twin-112,4,10,18.025858572145243,0.950916954748845
twin-123,16,18,18.031551992939676,0.9508862007145802
twin-113,3,12,18.061356966986505,0.9507250505724789
twin-122,3,10,18.063588239963057,0.9507129761288575
twin-233,1,3,18.074167219658786,0.9506557087842256
twin-223,1,6,18.07485975602126,0.9506519587367963
twin-133,6,15,18.07744524272174,0.9506379572371948
twin-013,2,17,18.088591881302726,0.9505775713315507
twin-011,7,12,18.10245519775194,0.950502417871012
twin-122,1,6,18.109660541160668,0.9504633355076906
twin-023,14,15,18.13912169920582,0.9503033794394817
twin-112,1,4,18.172729908556065,0.9501206006248455
twin-012,11,14,18.17512607390067,0.9501075565537465
twin-112,7,13,18.187118257555777,0.9500422494053442
twin-023,6,18,18.232471774402104,0.9497948864744772
twin-233,6,16,18.235317850922375,0.9497793438224691
twin-233,4,10,18.24525344114438,0.9497250663972931
twin-123,6,8,18.247762695027106,0.9497113540040476
twin-112,11,17,18.261661689724892,0.9496353667725728
nwor-04,4,9,18.26585811720278,0.9496124134891333
twin-113,8,12,18.26902475364031,0.9495950895020564
twin-123,4,5,18.277644237053053,0.9495479194686105
twin-023,15,17,18.296394538492276,0.949445234420135
twin-111,15,18,18.310748685463018,0.9493665559657924
ksor-02,4,9,18.329506869806558,0.9492636481349361
twin-001,10,19,18.348930220452118,0.9491569839632938
twin-112,6,16,18.356889432753682,0.9491132440963934
twin-111,16,20,18.369958245418594,0.9490413846847776
twin-123,6,14,18.382117208068387,0.948974483782401
twin-112,7,15,18.384574997440176,0.9489609553698288
twin-123,1,18,18.38640734737294,0.948950868428009
twin-012,1,11,18.4066547270561,0.9488393435878795
twin-012,11,13,18.422975862316015,0.9487493586889328
twin-122,2,18,18.426501341999327,0.9487299112087144
nwor-01,3,9,18.43679387696278,0.9486731143073948
twin-133,14,15,18.451066713485453,0.9485943023997414
twin-122,10,15,18.46827864770384,0.9484991830548903
twin-013,14,17,18.50182143410637,0.9483135676049188
twin-112,1,8,18.519320241101696,0.9482166055861483
twin-012,6,11,18.532074374676636,0.9481458783833627
twin-123,14,20,18.55783422174249,0.9480028855895828
twin-122,6,13,18.60316808757182,0.9477507721653262
twin-113,6,11,18.608065009338272,0.9477235035994978
twin-012,8,15,18.665281041423672,0.9474043825248348
twin-233,15,18,18.68204047447641,0.9473107282678463
twin-223,11,13,18.685507871367673,0.9472913418079383
twin-113,6,7,18.690294945840897,0.9472645712366417
twin-123,2,16,18.774085782755595,0.9467949203253456
twin-223,6,10,18.780612208287323,0.946758254440994
twin-133,1,13,18.86471111778537,0.9462846824350317
twin-133,1,11,18.874664372805128,0.9462284994074814
twin-113,10,20,18.918578715858466,0.9459802757064988
twin-122,2,19,18.92293564797625,0.9459556180536035
twin-011,1,6,18.93287240669997,0.9458993614264761
twin-113,4,6,18.939527573999122,0.9458616675109632
twin-123,6,18,18.946025451950742,0.9458248521471966
twin-023,8,19,18.984216863999972,0.9456082232313308
twin-013,10,12,19.003787651964014,0.9454970512000753
twin-012,2,3,19.019688360662368,0.9454066458620614
twin-113,16,17,19.022763464098144,0.945389153599395
twin-013,8,12,19.047673887579677,0.9452473540316413
twin-023,14,18,19.07924589333458,0.9450673774818956
twin-122,2,12,19.082812668276034,0.945047027002383
twin-011,11,13,19.110926549184654,0.9448864931278975
twin-113,1,12,19.111532510287784,0.9448830305073952
twin-113,12,19,19.129582470789302,0.9447798398444092
twin-123,4,19,19.131164770487707,0.9447707894510751
twin-122,4,15,19.134296970546874,0.9447528718563449
twin-223,8,17,19.16434481866046,0.9445808411819177
twin-123,7,18,19.184465026605373,0.9444655032536595
twin-223,3,11,19.213653233173055,0.9442979765187447
nwor-02,20,9,19.23257562299957,0.9441892398627818
twin-023,5,10,19.238930476322263,0.944152698885071
ksor-02,20,9,19.291154684498387,0.9438519651080688
twin-013,11,14,19.320488796913622,0.9436827002971717
twin-111,10,11,19.340413856610603,0.943567586886435
twin-012,8,13,19.34319126912081,0.9435515318284406
twin-011,11,15,19.352405866232456,0.9434982502233349
twin-123,12,14,19.353249207105787,0.9434933725507728
twin-123,4,12,19.35688881209985,0.9434723196416577
twin-223,4,19,19.366728852394967,0.9434153819120508
twin-113,7,11,19.368941873981594,0.9434025728039621
twin-133,4,15,19.40408174732574,0.9431989924183264
twin-012,5,12,19.43200081706081,0.9430369923313431
twin-012,6,8,19.437853694895654,0.9430030026815974
twin-013,6,7,19.455845138368765,0.9428984586440565
twin-123,3,11,19.51965349500121,0.9425269338110269
twin-122,13,14,19.55707894183464,0.9423084798304995
twin-223,18,20,19.565737477056363,0.9422578823078505
twin-223,15,18,19.566911143460544,0.9422510221460931
twin-223,6,11,19.569000096785427,0.9422388110905233
twin-112,5,13,19.569436346302652,0.9422362608193962
twin-133,5,11,19.598183593363448,0.9420680868922655
twin-223,1,17,19.63645426072547,0.9418438321112068
twin-123,14,19,19.643007626686632,0.9418053891854736
twin-013,4,14,19.651304166385604,0.9417567028954636
twin-223,8,19,19.697268983423367,0.9414866114659588
twin-223,5,20,19.69731726284403,0.9414863274552254
twin-233,8,17,19.7053059560148,0.9414393235959255
twin-122,10,13,19.710978559950394,0.9414059360264968
twin-013,7,18,19.74178228337188,0.9412244716905893
twin-123,6,10,19.754247682221084,0.9411509608625339
twin-123,2,13,19.764671149840527,0.9410894574916286
twin-113,4,15,19.78624249967248,0.9409620774381611
twin-111,1,13,19.788797058293746,0.9409469837904094
twin-133,13,15,19.794590405413775,0.9409127467814895
twin-012,4,17,19.79771692356957,0.9408942659651787
twin-133,8,11,19.79962842880054,0.9408829656975595
twin-112,2,12,19.80045216676457,0.9408780956734104
twin-013,3,12,19.889788233431858,0.9403487775652248
twin-023,13,15,19.917744105350323,0.940182668735815
twin-233,12,13,19.928844092929115,0.9401166524982743
twin-233,5,8,19.956450607361973,0.9399523120896256
twin-112,2,20,19.967491044366408,0.9398865277499708
twin-113,1,2,19.96803076271129,0.9398833109485798
twin-013,5,19,19.975718671498942,0.9398374808171523
twin-233,14,18,19.976312465402067,0.9398339403141045
twin-123,1,15,19.981889722021066,0.9398006809300585
twin-011,6,11,20.00268521286479,0.9396765907043911
twin-013,4,17,20.004952314028404,0.9396630550433105
twin-012,18,20,20.006780199028732,0.9396521406381964
twin-012,12,19,20.013894037334552,0.9396096544022083
twin-023,13,18,20.03031341697249,0.9395115370452898
twin-123,3,10,20.062111245852236,0.9393213032359902
twin-113,14,19,20.07215845855051,0.9392611345921476
twin-233,2,14,20.09076680793115,0.9391496205237391
twin-122,1,3,20.109560210003668,0.9390368969477982
twin-112,12,15,20.110986120026816,0.9390283401588997
twin-133,10,15,20.137957201705255,0.9388663790009555
twin-023,5,20,20.17247181288043,0.9386588155428406
twin-113,5,7,20.21558995784902,0.9383990337279884
twin-012,17,18,20.234993461193564,0.9382819564759102
twin-123,2,6,20.235334119216187,0.9382799000453801
twin-023,13,20,20.271770902574318,0.9380597527387466
twin-112,17,19,20.27475377799262,0.9380417137105399
twin-133,1,7,20.283228832664165,0.9379904466905775
twin-023,4,7,20.28628584884019,0.9379719492530454
twin-133,1,5,20.320520860267358,0.9377646171747624
twin-223,11,19,20.328367507138047,0.9377170496048661
twin-122,13,20,20.346441153922537,0.9376074174947631
twin-012,2,8,20.354627953250333,0.9375577268596078
twin-113,8,13,20.36128211711412,0.9375173246138009
twin-012,2,11,20.377628092346644,0.9374180226822781
twin-113,13,14,20.399202557411233,0.9372868408264363
twin-133,6,13,20.405203820837674,0.9372503269856758
twin-223,14,15,20.413114612692404,0.9372021791780651
twin-223,13,20,20.415433314093903,0.9371880633758227
twin-223,10,20,20.443910006476322,0.9370145776518417
twin-123,11,14,20.446335400048515,0.9369997909704433
twin-112,11,12,20.469361079680507,0.9368593287259355
twin-113,8,20,20.473818680811117,0.936832118793351
twin-013,11,20,20.491253061477416,0.9367256419994312
twin-113,4,17,20.51014949700326,0.9366101380676406
twin-113,5,12,20.51594790264751,0.9365746750485902
twin-122,14,15,20.534588565484935,0.936460603867515
ksor-05,20,9,20.556007831813538,0.9363294066908252
twin-122,2,20,20.57432365085007,0.9362171149427387
twin-012,4,7,20.581002910961296,0.936176141518207
twin-023,8,20,20.583417957524293,0.936161323462922
twin-112,13,20,20.586751886509695,0.9361408646672931
twin-012,7,20,20.595812285406833,0.9360852491364224
twin-123,14,16,20.59662235305657,0.9360802755506237
twin-112,8,17,20.598200658472837,0.9360705846652142
twin-023,5,8,20.618581642055343,0.9359453804562319
twin-113,1,19,20.670099289183238,0.9356283698908923
nwor-03,17,9,20.67937001241898,0.9355712427689562
twin-113,2,14,20.690203127010538,0.9355044570019166
twin-013,7,17,20.72186890713833,0.9353090468485337
twin-233,3,10,20.756256163243556,0.9350965188437526
twin-123,14,18,20.76840048395141,0.9350213812417834
twin-223,3,8,20.792252120608413,0.9348736875447501
twin-223,10,13,20.801976565913904,0.9348134255078187
twin-123,5,18,20.80417797622553,0.9347997797094219
twin-123,10,17,20.82126848879704,0.9346937944571692
twin-223,4,5,20.830734557890434,0.9346350557060645
twin-133,4,18,20.837805323323593,0.9345911636225595
twin-012,13,18,20.886459084734426,0.9342887573905518
twin-012,5,16,20.89875288267947,0.9342122389672571
twin-112,6,20,20.901646707086986,0.9341942211208254
twin-122,6,15,20.90695633485013,0.9341611555374298
twin-223,16,20,20.911873447106508,0.9341305271804763
ksor-06,5,9,20.922461464651512,0.9340645517841808
twin-012,1,18,20.92967556386785,0.9340195814670538
twin-112,6,10,20.933295133969125,0.933997012681371
twin-023,5,18,20.973655331636486,0.9337451058183637
twin-013,7,14,21.025697060718077,0.9334196051849362
twin-233,5,6,21.049534569492756,0.9332702537378483
twin-223,2,12,21.050625899888953,0.9332634122527224
twin-223,14,20,21.052426543743962,0.9332521233836506
twin-123,3,15,21.08037593040189,0.9330767806734923
twin-223,4,12,21.099910082040843,0.9329540997905308
twin-001,10,12,21.11804738066213,0.9328400945136475
twin-013,12,16,21.14316496371241,0.9326820590330045
twin-123,4,10,21.16784125364294,0.9325266255443401
twin-013,16,19,21.188438668156337,0.9323967520360292
twin-111,6,16,21.242844628699512,0.9320531250125033
twin-233,11,19,21.247876945439028,0.9320212985279694
twin-123,7,20,21.248237273513798,0.9320190193860554
twin-122,13,15,21.269688035433752,0.9318832729254205
twin-013,5,14,21.282058804613033,0.9318049278290648
twin-112,10,13,21.302659790952443,0.9316743636932423
ksor-03,11,9,21.347115381859314,0.9313922043886591
twin-123,10,19,21.34937468074696,0.9313778496617751
twin-113,4,13,21.362634082614957,0.9312935752702125
twin-112,11,16,21.389028664911,0.9311256675596258
twin-023,7,20,21.423851589885647,0.93090384108293
twin-123,8,19,21.47658089571908,0.9305672941424326
twin-013,10,15,21.490886723835853,0.9304758506788489
twin-233,4,12,21.496875400555837,0.9304375535772558
twin-223,6,20,21.505652711988233,0.9303814050162096
twin-113,11,14,21.51146150880276,0.9303442340704888
twin-233,2,4,21.528120482541617,0.9302375789575217
twin-012,2,20,21.544449770473346,0.9301329582581626
twin-023,1,3,21.54649743428893,0.9301198336764744
twin-122,11,12,21.559935444638697,0.9300336727417826
twin-123,5,7,21.562076564481423,0.9300199397278002
twin-123,10,11,21.577275456530174,0.9299224176170795
twin-023,2,15,21.599541677627126,0.9297794305731051
twin-123,2,10,21.60065497722636,0.9297722776083168
twin-023,6,15,21.625102720531643,0.9296151120409584
twin-013,15,20,21.63183683089016,0.9295717911851886
twin-012,3,20,21.63590664022784,0.9295456036806298
twin-023,4,18,21.641602210975336,0.9295089472134477
twin-223,12,15,21.65898136565602,0.9293970388922952
twin-123,5,19,21.66231926964688,0.9293755355818838
twin-113,1,16,21.73432444207649,0.9289108989548345
twin-012,11,18,21.736085563628443,0.9288995163663014
twin-013,3,7,21.748323017539235,0.9288203982698584
twin-013,14,20,21.757313483818262,0.9287622457339093
twin-233,2,16,21.800233679232274,0.9284843122598736
twin-023,4,8,21.87256663860671,0.9280147350137808
ksor-10,4,9,21.900796477913648,0.9278310688456772
twin-223,10,14,21.90640121152236,0.9277945770863973
nwor-03,8,9,21.9099254719914,0.9277716264958551
twin-233,19,20,21.913021196038137,0.9277514637123141
twin-011,13,14,21.91579606389029,0.9277333883977934
twin-223,11,12,21.927285549853586,0.9276585234519463
twin-011,2,18,21.94484114953836,0.9275440599531317
twin-001,12,19,21.95472883246182,0.9274795533683231
twin-233,6,20,21.977229661794386,0.9273326565113407
twin-112,4,15,21.980196083615926,0.9273132795303201
twin-133,13,20,21.98931575351562,0.9272536933150017
twin-112,6,13,21.991599997315237,0.9272387648148033
twin-122,4,10,21.99206545154038,0.9272357226936547
twin-123,17,19,22.047743313396765,0.9268713812684202
twin-233,10,13,22.056397022139745,0.9268146750531818
ksor-06,3,9,22.057122937696253,0.9268099172964044
twin-233,4,18,22.06184485711412,0.926778965514371
twin-122,11,19,22.064717275781266,0.9267601339739644
twin-122,2,4,22.073611376135858,0.9267018095927853
twin-011,11,18,22.075394290572763,0.9266901151802323
twin-123,2,15,22.106874697861425,0.9264834825156227
twin-123,3,5,22.118310558516804,0.9264083499855076
twin-123,11,17,22.136823002164803,0.9262866467431072
twin-123,11,19,22.139248664786034,0.9262706929519742
twin-123,13,15,22.141584871296303,0.9262553259518922
twin-111,1,7,22.14707260803364,0.9262192228927799
twin-133,5,17,22.202985970488417,0.9258508923738851
twin-123,8,13,22.21135276653737,0.92579570006962
twin-112,5,6,22.215749519972352,0.9257666885866849
twin-233,11,17,22.22973354573919,0.9256743803237415
ksor-05,7,9,22.24581630428495,0.9255681501939186
twin-123,5,17,22.25582050957651,0.9255020334434845
twin-113,11,16,22.285836783013544,0.9253034896949734
twin-133,4,16,22.318875999450267,0.9250846569768023
twin-023,11,15,22.338357646763658,0.9249554776077955
twin-012,7,17,22.36401903121852,0.9247851582950344
twin-133,8,17,22.410725409567757,0.9244746834362547
twin-113,7,18,22.43970835727683,0.9242817139868444
ksor-04,20,9,22.451456831022995,0.9242034248812585
twin-111,3,5,22.45267733397521,0.9241952895043468
nwor-01,6,9,22.46693123025244,0.9241002477745015
twin-011,6,14,22.47761274420354,0.9240289883869441
twin-113,2,17,22.50173599490915,0.9238679372281204
twin-013,2,20,22.533944928150866,0.9236526492940969
twin-133,5,8,22.544300436690303,0.9235833699622409
twin-223,8,10,22.544926728275428,0.9235791790447607
twin-013,11,15,22.548336670480644,0.9235563590049054
ksor-05,6,9,22.558350431797244,0.9234893259308676
nwor-01,11,9,22.613660837029478,0.9231185646515601
twin-233,2,12,22.634172567515673,0.9229808500405738
twin-122,6,14,22.63978209798692,0.9229431673674444
twin-012,4,5,22.640597061587236,0.9229376920187011
twin-123,13,14,22.64921974881227,0.9228797488882716
twin-112,14,20,22.692043030597745,0.9225916733828909
twin-011,18,20,22.697700233995256,0.9225535783984533
twin-223,5,8,22.701356976094154,0.9225289495143032
twin-223,14,18,22.72676343168015,0.9223577282455184
twin-133,5,10,22.740646189450192,0.9222640917983536
twin-112,8,16,22.74373839660792,0.9222432281010724
twin-133,1,4,22.74987328210545,0.9222018269353605
twin-223,12,13,22.778083325903474,0.9220113158765031
twin-223,15,20,22.786954650707145,0.9219513589069495
twin-123,1,10,22.795347555161683,0.9218946150012024
twin-013,2,4,22.81299758665603,0.9217752196940907
twin-011,7,19,22.832278203649413,0.9216446941703516
twin-123,10,14,22.844805748912204,0.9215598295153926
twin-013,1,16,22.921169629864554,0.9210415692741276
twin-023,1,19,22.929952358659662,0.920981858433658
twin-223,1,14,22.976309940897643,0.9206663301810114
twin-023,7,18,22.987665397073183,0.9205889484970804
twin-133,2,20,23.013967612020235,0.920409573346727
twin-112,1,20,23.031935950501193,0.9202869218307141
twin-122,5,11,23.04573738456318,0.9201926520604611
twin-122,6,10,23.04726957034306,0.9201821832753372
twin-233,6,10,23.06640515166175,0.9200513824188983
twin-013,8,18,23.06708940390781,0.9200467033267972
twin-023,2,12,23.086698655072563,0.9199125544840221
twin-112,14,16,23.10364116351266,0.9197965623260576
twin-012,2,5,23.10987571698292,0.9197538589510479
twin-012,8,10,23.111771660732256,0.9197408705853964
twin-123,8,14,23.136936612280028,0.9195683800003167
twin-112,7,10,23.142137902583926,0.9195327061658018
twin-122,7,15,23.170246195499185,0.9193397900762352
twin-123,13,18,23.188460474498125,0.9192146615830297
twin-111,8,10,23.206657401894574,0.9190895595288913
twin-112,2,5,23.222039514180842,0.9189837367415856
twin-011,8,15,23.23499254448992,0.9188945736952023
twin-023,1,10,23.248457187698552,0.9188018391445718
twin-013,2,5,23.25408561830107,0.9187630596188885
twin-023,3,16,23.25997248185615,0.9187224900206608
twin-112,14,18,23.289567869404813,0.9185183850768495
twin-133,8,10,23.29634330393126,0.9184716237348329
twin-223,2,20,23.298838641338566,0.9184543986768081
twin-223,4,18,23.306022673086005,0.9184047983156516
twin-113,6,17,23.31262433923523,0.9183592060225907
twin-123,3,18,23.320944592955264,0.9183017274889764
twin-123,1,12,23.329759883232995,0.9182408079833764
twin-012,4,8,23.33530212365321,0.9182024962954278
twin-133,4,13,23.338755334188352,0.9181786210408189
twin-012,14,15,23.342937425601985,0.9181497018896057
twin-013,3,20,23.34308198687902,0.9181487021612846
twin-113,2,20,23.359581197587616,0.918034561779038
twin-123,7,11,23.396231804188496,0.9177807430927785
twin-013,1,5,23.432575895163318,0.9175286762957406
twin-112,8,20,23.434297571198687,0.9175167263406538
twin-011,4,15,23.441828386499335,0.9174644460817525
twin-113,2,6,23.444135047445744,0.9174484296603722
twin-233,10,15,23.563020416075243,0.9166209301529678
twin-133,7,16,23.564080055916893,0.916613536799137
ksor-04,6,9,23.56627169018659,0.9165982442618941
twin-112,12,17,23.572689122289542,0.9165534577185357
twin-223,1,11,23.587527605967637,0.9164498575654634
twin-123,2,18,23.603804442494635,0.9163361443472808
twin-223,8,12,23.62475840351325,0.9161896469282231
twin-223,7,15,23.63245418694173,0.9161358118982248
twin-012,4,13,23.63616109880483,0.9161098746946434
twin-111,5,17,23.65597247423733,0.915971189805395
twin-122,4,16,23.679898993029344,0.9158035518243199
nwor-01,7,9,23.693626788034607,0.9157072977459364
ksor-04,13,9,23.707862167628367,0.915607429159107
twin-112,13,16,23.715591197929047,0.9155531823195353
ksor-09,2,9,23.726239080644426,0.915478421986379
twin-013,3,15,23.727906134751645,0.9154667144944117
twin-123,2,5,23.73720849714967,0.9154013710535636
twin-133,2,18,23.758808051355125,0.915249554258041
twin-233,4,16,23.771971052156665,0.915156971680712
twin-122,1,14,23.7727208035632,0.915151696815381
twin-112,5,8,23.795722290804154,0.9149897940359233
twin-112,4,12,23.81055823727651,0.9148852886007912
twin-223,16,18,23.825884717867385,0.9147772633924716
nwor-01,13,9,23.842750846308867,0.9146583106767046
twin-023,5,11,23.84337184796188,0.9146539293896587
twin-023,1,5,23.85387077636131,0.9145798411509065
twin-233,4,20,23.853872863857212,0.9145798264169309
twin-123,1,7,23.857222608230767,0.914556181667951
twin-122,2,14,23.862598659166363,0.9145182273499368
twin-112,3,5,23.8687014464533,0.9144751325970177
twin-001,1,19,23.92931417512064,0.9140465534502797
twin-113,11,13,23.95347515871254,0.9138754313258417
twin-013,3,18,23.95443217148227,0.9138686498592259
twin-112,12,20,23.970369346774415,0.9137556803257332
twin-112,7,8,23.982237306315543,0.9136715092124654
twin-023,5,12,24.008437541375073,0.9134855505285286
twin-133,10,13,24.03307904589105,0.913310480776899
twin-133,15,20,24.05662709700718,0.913143021797755
twin-012,5,20,24.076180502626936,0.9130038530186697
twin-123,15,16,24.082448014276462,0.912959222328207
twin-111,19,20,24.08573891042009,0.9129357836192793
twin-023,6,14,24.09072357119584,0.9129002756956224
twin-012,11,19,24.096731545294897,0.9128574690797746
twin-123,4,11,24.106405030725842,0.9127885247266705
twin-023,4,20,24.14108117941629,0.9125411689259284
twin-011,2,12,24.146644621189616,0.9125014520401682
twin-112,2,13,24.162915042190363,0.9123852496687821
twin-133,2,13,24.16783289693009,0.9123501121644326
twin-133,4,19,24.20926608341615,0.9120538099893742
twin-223,2,19,24.223748715682266,0.9119501274803143
twin-123,5,12,24.241456141399826,0.9118232792039374
twin-133,11,20,24.26672928511621,0.9116420825684206
twin-012,14,17,24.268816896038448,0.9116271074417583
twin-123,3,16,24.273421062578336,0.9115940759477259
twin-223,7,10,24.280433754530794,0.9115437537520334
twin-123,18,19,24.280589945627618,0.911542632788902
twin-012,2,7,24.352402475929143,0.9110265262203829
twin-013,3,6,24.375904754591904,0.9108573077729634
twin-113,5,19,24.379136897454572,0.9108340240753019
twin-233,11,12,24.41062030461588,0.9106070724209894
twin-233,10,11,24.420427856085418,0.910536317422691
twin-013,10,19,24.426382795597195,0.9104933434544746
twin-122,6,20,24.430984883120576,0.910460125638568
twin-012,1,5,24.44683781765302,0.9103456543698727
twin-133,7,15,24.449012689560615,0.9103299445635107
twin-233,2,20,24.451741275434795,0.9103102332461956
twin-133,12,20,24.456921748505675,0.9102728038033772
twin-011,1,7,24.47284299453233,0.9101577246099195
nwor-01,5,9,24.491956881876025,0.9100194760888978
ksor-01,15,9,24.492741759024558,0.910013796999062
twin-233,8,10,24.503568628004675,0.9099354402296955
twin-113,7,14,24.528662713817294,0.9097537031079339
ksor-11,2,9,24.53126230650711,0.9097348662856786
twin-123,15,20,24.585676601867764,0.9093401468602234
twin-112,11,19,24.670570267464647,0.9087226933090182
twin-023,7,19,24.713897539499957,0.9084067938746054
twin-012,6,7,24.7158367696652,0.9083926427875779
twin-113,7,13,24.72402190969561,0.9083329021416122
twin-223,7,12,24.72640551993555,0.9083155014688942
twin-123,8,18,24.803645878363966,0.9077507858762288
twin-113,1,14,24.804125803108942,0.9077472719179225
twin-133,4,6,24.826073911474985,0.9075865021321372
twin-123,1,11,24.826629354217868,0.9075824317888408
twin-112,7,16,24.83122316050786,0.9075487646195961
twin-133,12,14,24.84873050036909,0.907420403032978
twin-133,11,12,24.853376223251086,0.907386326959909
twin-111,13,20,24.85712212130299,0.9073588466987346
twin-023,2,16,24.877840451629044,0.9072067850307943
twin-223,5,13,24.88822548451669,0.907130519708071
twin-113,1,15,24.89921424690482,0.9070497882823116
twin-023,17,19,24.900761564148343,0.9070384178867359
twin-223,4,14,24.90123694387949,0.907034924445971
ksor-06,11,9,24.936918804947766,0.9067725296049354
ksor-05,14,9,24.953739908484785,0.9066487097401947
twin-013,8,15,24.954406660872863,0.9066438001766859
twin-223,3,19,24.96354783055314,0.9065764777216483
twin-133,5,15,24.98334558331606,0.9064305930594709
twin-012,2,15,24.988320240308894,0.9063939190488479
twin-112,2,15,24.99595689490654,0.9063376070473601
twin-122,6,16,25.019461178839858,0.9061641875441635
twin-133,6,20,25.03667898864972,0.9060370541852225
ksor-04,4,9,25.03991751158779,0.9060131323440357
ksor-05,13,9,25.09044849686531,0.905639502668022
twin-012,16,17,25.091797792479564,0.9056295162237784
twin-023,8,12,25.11249654069056,0.9054762571268187
twin-122,5,10,25.120621738796885,0.905416063675327
twin-112,6,14,25.123885449833995,0.9053918801811394
twin-011,7,16,25.124701291722793,0.9053858344849084
twin-112,11,20,25.139643615915897,0.9052750737558253
nwor-01,20,9,25.190911886552,0.904894577131061
twin-133,19,20,25.19692817571831,0.9048498786613952
twin-133,5,20,25.221594049498066,0.9046665174155273
twin-122,1,5,25.23224812934495,0.9045872652330149
ksor-05,15,9,25.232788777430727,0.9045832426964981
twin-023,10,11,25.24154933640254,0.9045180510519739
twin-112,7,14,25.298737107126716,0.9040919691087976
twin-013,5,12,25.33947387683142,0.903787907298707
ksor-02,13,9,25.346971749101733,0.903731892920316
twin-122,7,16,25.357177504440877,0.9036556238816231
twin-001,2,7,25.358536743217304,0.9036454639363094
twin-023,10,16,25.37197429196853,0.9035449944982437
twin-123,15,19,25.400990438038484,0.9033278779819813
twin-133,1,14,25.412317065664524,0.9032430623682763
twin-112,5,11,25.42758212068106,0.9031286993323189
twin-012,3,6,25.462066381584297,0.9028701135046637
twin-113,3,19,25.478032316081705,0.9027502795814746
twin-023,8,17,25.485155560597953,0.9026967927404788
twin-013,4,5,25.49650344175021,0.9026115552347505
twin-011,1,13,25.518209443185253,0.9024484159971362
twin-013,1,18,25.523101485797092,0.9024116302108303
twin-012,7,11,25.52449205752045,0.9024011725855317
twin-001,2,17,25.53601154716504,0.9023145212268662
twin-223,6,18,25.543190135374957,0.9022605043441723
twin-113,2,19,25.56022863107013,0.90213223769394
twin-112,1,12,25.56118416748941,0.9021250420052471
twin-113,17,20,25.60650574864219,0.9017834586659852
twin-123,2,7,25.61061364786299,0.9017524700284332
twin-122,12,15,25.613014682721044,0.9017343552665071
twin-012,4,6,25.619906069759363,0.9016823539587764
twin-122,12,20,25.64105979959363,0.9015226498150875
twin-133,3,5,25.648609063691804,0.9014656254424547
twin-133,6,10,25.7813464994951,0.9004604196993704
twin-013,8,16,25.785502724814208,0.9004288670102745
twin-012,13,14,25.823095406959002,0.9001432605712925
twin-112,10,17,25.837276552690295,0.9000354201449252
twin-113,4,5,25.83747005936458,0.9000339482434108
twin-011,4,6,25.855038438098045,0.8999002722320979
twin-012,7,12,25.876257043807655,0.899738709211888
twin-013,7,13,25.87868855419872,0.8997201872887854
twin-123,11,18,25.890152273259005,0.8996328410868102
twin-023,3,14,25.891161881202322,0.8996251467948826
twin-113,2,8,25.919452576640396,0.8994094278779856
twin-111,1,11,25.932612388937024,0.8993090084820186
twin-012,3,18,25.949691821982615,0.8991786086515396
twin-123,19,20,25.973099886570182,0.8989997605348008
twin-112,10,15,25.973178741913223,0.898999157790985
twin-122,2,15,25.998816012524216,0.8988031048189524
twin-223,10,15,26.013644731467526,0.8986896247019729
twin-013,7,15,26.035054945865205,0.8985256720067119
twin-223,10,11,26.05726742365116,0.8983554432243142
twin-122,13,19,26.083719972085618,0.8981525438626039
twin-023,1,18,26.095938519296794,0.8980587591250839
twin-023,2,6,26.127060679604003,0.8978196932378293
ksor-04,7,9,26.127516417546094,0.8978161905038813
twin-223,7,13,26.129054343180705,0.8978043698172291
twin-133,1,8,26.144127282410626,0.8976884831061984
twin-013,3,17,26.1558214351357,0.8975985310424275
twin-123,6,16,26.166748183760646,0.8975144481014654
twin-233,5,10,26.17511866550536,0.8974500139300685
twin-123,8,16,26.181922674312116,0.8973976240181496
twin-233,5,13,26.193530987234748,0.8973082124261447
twin-012,1,17,26.197203048850774,0.8972799211578466
twin-013,8,17,26.198041671054074,0.8972734595058975
nwor-02,14,9,26.213012485993424,0.897158075821141
